,rating,employee_type,review,pros,cons,date,job title
28,2.0,Former Employee,"Very demanding, district manager says","Good pay for managers, good 401(k) match, a good bonus if you work in a good profitable store. A good company to invest money in but I wouldn’t recommend working there if you’re looking for a long-term job life time job. I only had 2 good store managers in my 20 year career.","District manages and up can be pleasant but some are real unpleasant. It’s the lucky if you work for a decent manager and they either help creat a good working atmosphere or make a hostile negative working environment.
Company has very high turnover. Most stores turn over were 80-120 percent. If you didn’t go over that goal then you were doing good. I think this speaks for itself.",2021-11-21, Co-Manager
29,3.0,"Current Employee, less than 1 year",Good job to start in automotive but not the best,"Basically the reason why you'd have this job is because you're either down low, or want the benefits. Free education (not actually any good universities except for arizona state, but not that many good programs. Somewhat okay healthcare, if you're military this job is great if you're going to college due to military differential pay.","Customers absolutely suck. I'm not a patient person and dealing with customers who read one thing on the internet are insufferable and have no idea how businesses work and try to undermine my expertise (i'm also a blackhawk mechanic in the military) if you are really good at your job you will be able to get promotions fast, but that comes with practically living at the store especially if you are understaffed like every other ACC",2021-10-25, Auto Technician
30,4.0,"Current Employee, less than 1 year",Decent job if you have good supervisors,Walmart pays better than a lot of retail jobs and the store I work at is clean. My supervisors are kind to me and that makes a big difference.,"Making the apparel section not a mess every day gets tiring and frustrating. Many customers have no respect for the store and the merchandise, leaving things all over the floor. Depending on who the supervisors are, you may get a lot of or no appreciation. Some of them are kind and some are very unkind.",2021-11-06, Apparel Team Member
31,5.0,"Former Employee, more than 1 year",Great for the time,Plant care and outdoor work. You are kept busy and get to work multiple tasks. I had a lot of fun working here and the work was fulfilling.,"It is seasonal and you will have to work in other places in the store during fall and winter. But this also has its benefits. Heavy lifting (although I enjoyed the manual labor of the job, most do not). $.",2021-11-21, Lawn &Garden Associate
32,5.0,"Former Employee, more than 1 year",Loved Walmart not the Managers,I loved working at Walmart it was awesome great working environment amazing people to work with until it came to the management,Management sucked all they cared about was them and if they were able to be at home with there family didn’t give a crap about you and yours,2021-11-16, Fresh Production Associate
33,3.0,"Current Employee, more than 1 year",Has its good days and bad,"Good teamwork, easy work, good place to make friends if you’re social, you can also keep to yourself shopping all day if you aren’t that social, good diversity","Gave us a raise but took away our bonuses so it barely made a difference, things constantly changing when it’s not for the better, dispensing in the rain/heat with no cover and not enough help is agonizing, penalties for our department if the shelves aren’t stocked correctly, customers can easily scam us and get away with it. It’s just very easy but if it was any harder of a job i would quit.",2021-11-16, Digital E-commerce Shopper
34,4.0,"Current Employee, more than 1 year",Take the good with the bad,"You can really find community within your department, sometimes also with management as an associate. There really is someone for everyone to get along to. Pretty good for long term work.","The pay for some departments is really unbalanced. Some people work the hardest and get paid the least, and thats often a problem. You really really have to be involved in your own progress, you wont receive feedback unless you hunt down your manager, and even then they almost never have anything productive for you to work on. As such it's harder to get promoted if you dont know what you're doing wrong. The hours are inconsistent most of the time, especially for upper management. High expectations but zero accountability for the lack of help you receive",2021-11-05, Online Grocery Pickup
35,4.0,"Current Employee, more than 1 year","Company good, depends locally.","You can work as many hours as you want, shifts go by quickly because you can stay busy, lots of variety in duties and helping customers is always interesting. Great opportunity to become close with co-workers.","All of the above are dependent on local management... majority of those who quit from my store say it is management. They will probably schedule you maximum hours and may try to schedule outside of availability. Punishment by ""points"" for calling in, 6 points within certain time frame means you get fired. No holiday pay, double points for calling in on these days. Time-off requests may be denied, even using PTO.",2021-11-06, Electronics Associate
36,5.0,"Current Employee, less than 1 year",Excellent,"Full time employee-401k, health/dental benefits, PTO, Stocks (matched 6% for every $1",Nothing I've seen so far has been negative.,2021-11-26, Online Shopper
37,3.0,"Former Employee, more than 5 years",It only takes one.,"I loved working with people as management. This position is very high-paced (I’d typically walk roughly 9 miles a day) and also very rewarding to develop associates to achieve a non-stop increase of companies expectations. The company offers a lot of opportunities, provided the motivation to grow is proven by dedication.","It only takes one senior level management to tarnish an other-wise respectable image. Vice Presidents, Regional Managers and other senior leadership are far too busy to actually be leaders and allow they’re subordinates to operate as they please. Claiming plausible deniability actually still works out for them. The term leadership is disgustingly misinterpreted, the “open door” policy is a joke and just like the rest of all giant corporations, they genuinely do not care about the little people whom they rely on and with no thought of morality will throw you away in a heartbeat. It doesn’t matter how much extra you did for them or how much time you spent away from your aging children to be a “team player”. At the end of the day, we’re all replaceable and loyalty, compassion and fair treatment are merely power words used to make us feel like a member of a family.",2021-10-19, Field Assistant Manager
38,4.0,"Former Employee, more than 1 year","Each location has it's own attributes, I happen to be in a great location!","Associates are one big family, who were always willing to assist when needed.","Network infrastructure both within the store and on the network overall could use some upgrades. WIFI signal near the outer walls could use boosting, as well as network processing times when querying seemed to lack even during off-peak times.",2021-09-21, Department Manager
39,4.0,"Current Employee, less than 1 year",Its Great,"Good pay, Education help, and more",Not really anything other than tedeus tasks but its alright,2021-11-26, Sales Associate
40,3.0,Current Employee,Pretty okay,"As long as you got some friends and a decent work schedule that doesn’t stray into different times during the day, you should be good. A pro tip would be to stretch everything in your body, especially if you’re new. It may seem like a lot to do at first, but like everything in life you gotta go through hardships to be grateful for the present. If you didn’t get that, it means everybody struggles at some point but everyday is a step forward from where you were yesterday.","If anything, just make sure you have a lot of patience and knowledge to deal with customers and people in general. Also, make sure to always ask for help from others.",2021-11-23, Online Shopper
41,4.0,Current Employee,Decent Job,"Flexible hours, easy work, friendly environment","long hours at times, poor management",2021-11-26, Self Checkout Host
42,2.0,"Former Employee, more than 5 years",Undervalued and Underpaid,There are honestly no pros for working for this business. The cons outweighed the pros being part time imo.,There are so many that I can't even imagine speaking on them because listing the reasons will drain the life out of you. The business sucks please just trust me lol.,2021-11-06, Front End Cashier
43,5.0,"Current Employee, more than 8 years",Best of the Bunch,Pharmacy software is user-friendly and there are many safeguards to prevent errors throughout the process of filling a prescription. There is typically more coverage and less focus on metrics than other retail pharmacies.,"Pharmacy software is slow and bulky. Walmart uses Facts & Comparisons for drug information, which is one of the worst available to pharmacists. The company's attempt at inventory automation made the situation worse.",2021-11-19, Pharmacist
44,4.0,"Former Employee, more than 3 years",Not a shabby job for work experience and development,"* Fair PTO & PPTO
* Opportunities to advance are there for exceptional workers
* Scheduling on the app was a solid move","* Some days overloaded with responsibility (to the point where you are set up to fail honestly)
* While PPTO is no problem (albeit some stern talking from HR) almost impossible to use PTO any less than a month and a half
* Petty drama and office politics that are neigh impossible to escape",2021-11-12, Academy Trainer
45,1.0,"Former Employee, more than 5 years",Hell on earth,Well I guess the pay was decent and I met some really amazing customers who really appreciate your work,Everything from the discrimination to the favoritism to the retaliation as well as slander and just plain hostile gross work environments and those who try to follow Walmart policy and health codes the way that customers hope that they would get fired for unjust false reasoning and when you report it to home office home office does not give you a second chance doesn't even look into it they take the managers word for it and that's it even if you have recordings documents pictures witnesses and police reports,2021-11-10, Cake Decorator
46,4.0,Former Employee,Walmart’s awesome!,"Work from home, they provide you with all the equipment you need to get the job done and it’s all top notch electronics, there’s never really any issues with their stuff or their network. Even though you’re working remote you still have instant access to leadership, tech support and peers.","They put a lot of emphasis on having built a solid foundation, anchored by four core values that they fail to uphold. Companies don’t have to have “core values” to be successful so I find it very shameful that they went out of their way to conjure up such a facade, just to run it through the mud.",2021-11-08, Chargeback Specialist
47,2.0,"Current Employee, less than 1 year",Both what I thought and not what I thought.....,The people I work with and the 10% discount card,"The ""task times"" given to complete stocking shelves. Make you park nearly as far away as possible. The paperwork received at orientation states that WalMart understands that you can't be expected to be available to work 24/7, 365. But if and when you do call in or have to leave early, points are given to you against attendance. At 4.5 points, they start looking to replace you. At 5 points---you are gone.",2021-11-19, WalMart Overnight Stocker
48,4.0,"Current Employee, less than 1 year",engineer,"Good culture,PT0,401K,
Employee reviews are generally of very good quality, provide complementary views and give a good picture of the organization. All SaaS, easy to use, fast, immediate results.",There are times where not all companies have enough information and the reviews on some are very old and can be misleading.,2021-11-22, Anonymous Employee
49,4.0,"Former Employee, less than 1 year",Surprisingly Okay,"The pay was decent for a part-time, entry-level position. Note: the online order fulfillment positions pay more than the floor associate positions. I found the culture at my store to be surprisingly chill and supportive. I found myself regretting that I had to quit, because I enjoyed the people and the environment.","The only downside I can report is the physicality of the work. Then again, I'm no spring chicken. For a young person working through school or looking for a career foothold in a stable company, I think this is a great opportunity. But if you're middle-aged with some physical issues, I would exercise caution. There's lots of repetitive, moderately heavy lifting (40-packs of bottled water seemed to be the most common offender here) which is fine if you use good lifting techniques. --Lift with your legs--keep your back straight-- But when you are trying to load heavy products into a customer's junky back seat, you may find yourself compromising your back just to get the job done. Also, there are times that are chaotically busy. The trick is not to lose your cool, no matter how frazzled you feel.",2021-09-09, Online Grocery Associate
50,5.0,Former Employee,Cashier position,Always something to do . No idleness,Flexibility demand is high so inflexibility when comes to scheduling.,2021-11-26, Cashier
51,4.0,Current Employee,Good company to work for,Lunch break 30 min. Great 401 k match. Most help tech wise than any other retail pharmacy,Walmart has the most rules and regulations to follow out of any retail pharmacy. You must follow every sop procedure,2021-11-24, Pharmacist
52,3.0,Former Employee,"It's hard to recommend, but it could be worse I guess...","People are typically nice and polite. I've met some amazing people. I loved the culture of servant leadership from the top. 
Can get exposed to a lot of different subjects/industries.
Some areas have great teams and work cultures.
Doug, the CEO, seems really great and can help employees feel bought into the mission. 
Does some great Corporate Responsibility and Diversity, Equity, and Inclusion work.","LOTS of layoffs. I had my roles eliminated 3 times in 7 years. 
Employee experience varies widely. Some teams are great, some are bad. Onboarding as an external candidate is really hard, especially because it's so big. 
Getting promoted within the company can be really challenging. I had a terrible time in every role , even when I was really successful in role. 
Plays favorites. A select few are very successful and the rest of overworked and undervalued. 
They also blatantly try to keep your wages as low as possible. 
I never felt valued for my contributions or work. 
Treats their employees like cogs in a machine. 
Performance evaluations are biased, unhelpful, and frustrating. 
Culture is so operations and action focused that strategy can go out the window. Lots of people spend most of their capacity on short term, high stress, crisis problem solving. 
So fast paced and understaffed that every job is designed to be 1.5-2 jobs. Achieving anything and being recognized for your contributions is really hard.
Workaholic culture. It's better then it used to be but still high stress.",2021-09-22, Project Manager
53,5.0,"Former Employee, less than 1 year",My time at Walmart,"My experience working for Walmart great. I enjoyed the work that I performed, most of my coworkers, my supervisor and the assistant manager over our department. I felt the benefits for the job that I held was appropriate and should be expected. Walmart has many programs for employees that are trying to better themselves if an employee only apply themselves.",Pay and benefits fit the positions. I don't know why a person would expect more from unskilled jobs though.,2021-11-15, Tire & Lube Express (TLE) Technician
54,5.0,"Former Employee, less than 1 year",Good,Good hours and nobody is on top of you to get work done,Managers expect too much of new employees,2021-11-25, Stock Associate
55,5.0,Current Employee,Walmart distribution,Pay is good and the shift is good and management is good,U have to be in shape,2021-11-26, Walmart DC Order Filler
56,4.0,Current Employee,Walmart in a nutshell,"Consistent schedules and good pay, if your store dose well you can get a nice bonus every qurter (every 3 months) management in my current store is very friendly","In most stores there is little to no communication with management, unrealistic expectations and if you ever step up in management your position may get deleted at any time, so there is little to no job security,",2021-11-17, Overnight Sales Associate
57,4.0,"Former Employee, less than 1 year",Acceptable,"Straightforward, typical, fairly predictable, and mostly friendly co-workers","Managers not on the same page, seasoned co-workers see their way as the best way",2021-11-22, Cashier
58,5.0,Current Employee,Store Project Coach,Rewarding. Seeing project from start to finish is really gratifying. Teaming with the Stores to complete a project.,Working nights takes some getting use to.,2021-11-25, Store Project Coach
59,5.0,"Former Employee, less than 1 year",Walmart sales associate experience,Flexible hours and friendly working environment,Rude customers and dirty store,2021-11-25, Sales Associate
60,5.0,"Former Employee, less than 1 year",Walmart sales associate experience,Flexible hours and friendly working environment,Rude customers and dirty store,2021-11-25, Sales Associate
61,4.0,"Former Employee, more than 3 years",Good place to work,Gave u your assignment and let you be,The pay for night stalker,2021-11-26, Overnight Stalker
62,4.0,Current Employee,Not a bad job,"Choose your own hours, relatively high pay",A lot of physical activity,2021-11-25, CAP2 Associate
63,5.0,Former Employee,Great Time,"The company description section of your business plan is typically the second section, coming after the executive summary.1﻿ The company description outlines vital details about your company, such as where you are located, how large the company is, what you do, and what you hope to accomplish.2﻿


The company description of your business plan describes the vision and direction of the company so potential lenders and partners can develop an accurate impression about who you are.3﻿


What to Include
The exact elements included in your company description can vary, but some elements are more common than others and most likely should be part of the section:

Company name: The official name of yo","That’s right, company stories are not just for tech start-ups. Every business, no matter how big or small, needs to tell a story on their website. It’s just another step towards building a better website for your small business.
Having a story to share on your website is a great way to attract new customers. Remember that people choose to hire professionals that 1) They like, 2) they trust, and 3) they feel like they know. The same holds true for businesses – we’re people after all.

Writing an effective description for your small business is easier than you think.

We’ll show you how to write an effective business description using the power of storytelling. Follow our simple guide to create your own small business description in less than 20 minutes.",2021-08-10, Customer Service Representative
64,5.0,Former Employee,OGP Associate,"Almost everyone is super welcoming and nice
Pretty good pay
Super active
Awesome team leads and coaches","A few pretty bad drama starting associates especially in OGP, you’ll quickly catch on with that if you join the team
Depending on your work schedule, you’ll either be expected to stay over your scheduled lunches to help or need to stay late after your scheduled clock out time cuz we’re often short of associates in OGP.|",2021-11-09, Walmart Online Grocery Pickup
65,5.0,Former Employee,Great company overall,"Work is enjoyable, pays well",Short staffed almost all the time,2021-11-24, Sales Associate
66,4.0,"Former Employee, more than 1 year",Good pay for a quick job,Decent pay for the ease of getting the job.,Work load can sometimes be over whelming.,2021-11-24, Sales Associate
67,5.0,Former Employee,Good,Easy with good hours yeah,Pay was too small for me,2021-11-26, Cashier
68,5.0,Current Employee,GREAT WORK,"Flexible hours
great benefits and insurance","Low wages
Not supporting their employee's",2021-11-25, Sales Associate
69,4.0,"Former Employee, less than 1 year",GOod pay,"Great pay, good co workers",Not really any cons tbh,2021-11-25, Warehouse Associate
70,4.0,"Current Employee, more than 5 years",You can grow!,"Work smart, work hard, and follow the rules will get you noticed. There is growth opportunity that will enable you to grow in position and in wage.",The rules are strict but fair. Bad habbits are not tolerated,2021-11-19, Coach
